application_date,age,annual_income,credit_score,employment_status,education_level,experience,loan_amount,loan_duration,marital_status,number_of_dependents,home_ownership_status,monthly_debt_payments,credit_card_utilisation_rate,number_of_open_credit_lines,number_of_credit_inquiries,bankruptcy_history,loan_purpose,previous_loan_defaults,payment_history,length_of_credit_history,savings_account_balance,checking_account_balance,total_assets,total_liabilities,monthly_income,utility_bills_payment_history,job_tenure,net_worth,base_interest_rate,interest_rate,monthly_loan_payment,debt_to_income_ratio,total_debt_to_income_ratio,loan_approved,risk_score,employment_stability,low_employment_risk,employment_tenure_squared,recent_job_change,high_debt_burden,debt_to_assets_ratio,net_worth_risk,financial_cushion,savings_to_loan_ratio,good_payment_history,new_credit_user,credit_seeking_behavior,high_card_utilisation,number_open_accounts_risk,excellent_credit,very_good_credit,good_credit,fair_credit,poor_credit,home_owner,mortgaged_home,renting,above_median_income,monthly_surplus,insufficient_income_buffer,has_dependents,high_dependent_burden,single_with_dependents,education_score,advanced_degree,long_term_loan,large_loan_amount,loan_to_income_ratio,risky_loan_purpose,financial_stress_score,multiple_risk_factors,bankruptcy_flag,previous_defaults,default_history,utility_payment_risk,risky_behavior_cluster,young_borrower,retirement_age,married
2019-06-25,38,108960,586,0,4,17,157691,180,2,2,0,484,0.1944472815910358,2,0,0,3,0,95,13,37430,1434,96057,38491,9080.0,0.6928759096334748,2,57566,0.2249920997606079,0.2281752550846465,3102.9774561331938,0.0532980949234665,0.3949980680688463,1,0.780191186616934,0,0,4,0,0,0.4007058235649295,0,38864,0.2464551150343708,1,1,0,0,0,0,0,0,0,1,0,1,0,1,8596.0,0,1,0,1,4,1,1,1,1.4472242361946017,0,1,0,0,0,0,1,0,0,0,0
2019-06-26,28,74054,611,0,1,2,24901,72,1,1,1,457,0.3823611215360962,3,2,0,0,0,93,22,7712,2853,105427,20014,6171.166666666667,0.8596710562634562,3,85413,0.176030675850128,0.1425175876356366,516.4664157608041,0.0740420705856938,0.1577187506970762,1,0.8392804117554012,1,0,9,0,0,0.18983571726676024,0,10565,0.42426311139667494,1,1,0,0,0,0,0,0,0,1,0,0,0,1,5714.166666666667,0,1,0,0,3,0,1,0,0.33625008439673215,0,1,0,0,0,0,0,0,1,0,1
2019-06-26,20,16454,537,0,4,0,6948,36,2,1,3,229,0.2086077788160635,5,3,0,4,0,97,1,5929,68,28545,5587,1371.1666666666667,0.5054230213483638,4,22958,0.2007115882608286,0.2405738454220322,272.7992475696553,0.1668893477468723,0.3656984678024938,1,2.03308948125852,1,0,16,0,0,0.19571919007917046,0,5997,0.863001870772773,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1142.1666666666667,0,1,0,1,4,1,0,0,0.4222424794895169,1,2,0,0,0,0,1,0,1,0,0
2019-06-28,42,80464,634,0,1,21,135877,240,2,0,3,829,0.5402719160003981,2,0,0,3,0,100,12,9735,1618,16242,37113,6705.333333333333,0.8039461956683277,5,8118,0.2209548781758241,0.25,2850.9932921102827,0.1236144937621154,0.5487340263597023,0,1.2496961231565271,1,1,25,0,0,2.2848611709659545,0,11353,0.0835528930364003,1,1,0,0,0,0,0,0,0,1,0,0,1,1,5876.333333333333,0,0,0,0,3,0,1,1,1.6886472379295345,0,1,0,0,0,0,0,0,0,0,0
2019-06-29,30,90456,620,0,3,9,29189,84,0,0,0,850,0.3540420474153185,4,1,0,2,0,95,24,4430,12755,28106,24265,7538.0,0.9745286904885212,6,3841,0.175570395365962,0.1911740084312536,632.7543066609171,0.1127470486801963,0.1966778494045519,1,0.1870906676844331,1,1,36,0,0,0.8633080727220978,0,17185,0.5887290167865707,1,0,0,0,0,0,0,0,0,1,0,1,0,1,6688.0,0,0,0,0,1,0,1,0,0.3226837060702875,0,0,0,0,0,0,0,0,0,0,0
2019-06-29,22,25861,547,0,1,0,6343,36,1,1,1,149,0.6546178573087532,2,0,0,1,0,95,5,487,581,134354,24813,2155.083333333333,0.9271290122548972,4,109541,0.1956888161908286,0.2026931592277562,236.5999204522268,0.0691067908630618,0.1788427722114451,0,0.9855252873592651,1,0,16,0,0,0.1846823713296863,0,1068,0.16834804539722573,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2006.083333333333,0,1,0,0,3,0,0,0,0.24526332070218854,1,1,0,0,0,0,0,0,1,0,1
2019-06-29,32,69164,564,0,3,10,158455,300,1,4,0,360,0.299099083261532,4,1,0,3,0,98,25,4415,1479,34490,11590,5763.666666666667,0.6072650381184467,6,22900,0.2759933080578093,0.25,3307.955201616861,0.0624494044177171,0.6362822715884459,0,2.486107465847235,1,1,36,0,0,0.33602968890435186,0,5894,0.03719644570101479,1,0,0,0,0,0,0,0,0,1,0,1,0,1,5403.666666666667,0,1,1,0,1,0,1,1,2.290970866767874,0,0,0,0,0,0,1,0,0,0,1
2019-07-02,27,64990,609,0,1,5,14370,12,0,0,0,1630,0.2360506298655111,2,2,0,4,0,95,9,3191,1273,11853,27797,5415.833333333333,0.9186435633906224,7,10963,0.1568932418915185,0.1400512753706254,1290.27554942021,0.3009138180363681,0.5391112057020172,0,2.3540144483625234,1,1,49,0,0,2.344946853382824,0,4464,0.310625565374713,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3785.833333333333,0,0,0,0,3,0,0,0,0.22110753796679541,1,1,0,0,0,0,0,0,1,0,0
2019-07-02,60,165132,524,0,0,37,50259,36,2,1,2,988,0.2747271404574114,5,2,0,0,1,95,2,7848,2134,9982,12250,13761.0,0.8191925973457885,3,2273,0.2077062412027744,0.2102785691612944,1894.230129845306,0.071791890713559,0.2094339579890499,1,2.428717473734321,1,0,9,0,0,1.2270860462786737,0,9982,0.19860724233983287,1,1,0,0,0,0,0,0,0,1,1,0,0,1,12773.0,0,1,0,1,2,0,0,0,0.3043546716888811,0,1,0,0,1,1,0,0,0,0,0
2019-07-02,50,44543,469,0,2,31,9413,36,1,2,3,290,0.0012241226835009,6,1,0,1,0,100,27,1886,1171,59564,28336,3711.9166666666665,0.7554505800303047,9,31228,0.2347874883054903,0.2359746396451484,367.3123004479748,0.0781057120412972,0.1770339491723869,1,2.5843855338562776,1,1,81,0,0,0.4757156048014774,0,3057,0.3247291268323773,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3421.9166666666665,0,1,0,0,5,1,0,0,0.21131914511494254,1,0,0,0,0,0,0,0,0,0,1
2019-07-03,39,21824,557,0,3,17,279346,180,1,2,2,112,0.572366957546427,1,0,0,3,0,93,14,146,909,167823,3723,1818.6666666666667,0.8148898232562991,2,164100,0.2396350525039033,0.2461321658866322,5881.839246231307,0.0615497343835867,3.0,0,8.1978666736923,0,0,4,0,0,0.0221839546191248,0,1055,0.0037766648648455145,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1706.6666666666667,0,1,0,0,1,0,1,1,12.799358533791523,0,1,0,0,0,0,0,0,0,0,1
2019-07-05,57,45706,593,0,3,36,169864,360,1,4,3,364,0.0988785828745366,3,0,0,3,0,93,29,8416,629,28638,106478,3808.8333333333335,0.7828892655918299,7,7661,0.2815106898207267,0.25,3540.9486543008666,0.095542237193228,1.0249657432873354,0,3.1500371569660883,1,1,49,0,0,3.7179370788086175,0,9045,0.05324816766255556,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3444.8333333333335,0,1,1,0,1,0,1,1,3.7163672960378062,0,0,0,0,0,0,0,0,0,0,1
2019-07-05,40,123768,629,0,4,18,25138,36,0,0,3,965,0.1650252635983068,4,2,0,0,0,98,29,6141,196,51805,27153,10314.0,0.9486541621992934,5,24652,0.1550330439260264,0.1271761046806565,843.5834313105432,0.0935530780416868,0.1753352817557482,1,0.2836699030826536,1,1,25,0,0,0.5241284793267189,0,6337,0.25207844385218187,1,0,0,0,0,0,0,0,0,1,0,0,1,1,9349.0,0,0,0,0,4,1,0,0,0.20310416986482882,0,0,0,0,0,0,0,0,0,0,0
2019-07-06,29,15000,514,0,3,4,16430,36,0,0,3,160,0.3762626735929634,3,0,0,0,0,96,22,217,524,29290,14765,1250.0,0.7566008575603049,4,14525,0.2124267312683629,0.2323890466798437,638.0483637403476,0.1278976818545164,0.6379283483136271,0,3.4531858002099822,1,0,16,0,0,0.5040797514594927,0,741,0.045097681212342526,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1090.0,0,0,0,0,1,0,0,0,1.0952603159789347,0,1,0,0,0,0,0,0,1,0,0
2019-07-08,58,15149,628,1,1,38,3625,60,1,1,0,195,0.2454754688810755,5,2,0,1,0,93,4,1447,2777,40114,15505,1262.4166666666667,0.8226739443333695,2,24609,0.1630489713478287,0.1607467524419394,88.29685212886754,0.1543433810434668,0.2242307384437972,1,1.8008786779232917,0,0,4,0,0,0.3865137729029042,0,4224,1.1649200220628793,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1067.4166666666667,0,1,0,0,3,0,1,0,0.23927392739273928,1,1,0,0,0,0,0,0,0,0,1
2019-07-09,46,58193,529,0,1,22,158010,240,1,0,2,992,0.2691112877804112,6,1,0,3,1,97,23,1290,766,37412,80198,4849.416666666667,0.562203468374316,7,10785,0.2734926049824597,0.25,3315.3914944129306,0.2045185121553131,0.8880456650280072,0,4.744811726887495,1,1,49,0,0,2.143586453906396,0,2056,0.013011752346355633,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3857.416666666667,0,0,0,0,3,0,1,1,2.715228374059181,0,1,0,0,1,1,1,0,0,0,1
2019-07-09,27,40965,555,1,4,5,20280,60,1,1,3,214,0.103273703194294,5,0,0,2,0,95,22,3751,180,22492,8074,3413.75,0.8727195431803831,8,14418,0.1999793599415385,0.2089879387674967,547.4882068873384,0.0626693022915294,0.2229996945273704,1,2.0158568588317114,1,1,64,0,0,0.35895611968167873,0,3931,0.19382673438193382,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3199.75,0,1,0,0,4,1,1,0,0.4950446711907435,0,1,0,0,0,0,0,0,1,0,1
2019-07-09,37,59113,632,0,2,15,125347,300,1,3,3,426,0.2322407456111004,4,1,0,3,0,97,23,7450,2234,203263,12395,4926.083333333333,0.6366500482122116,4,190868,0.2419347122870335,0.25,2616.7824344897203,0.08646088794926,0.6175626082685268,0,2.5477565293964304,1,0,16,0,0,0.060979809508816124,0,9684,0.0772569167437853,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4500.083333333333,0,1,1,0,5,1,1,1,2.1204283249314884,0,1,0,0,0,0,1,0,0,0,1
2019-07-10,29,92090,620,0,2,5,16431,36,1,2,3,470,0.2448011984922704,4,0,0,1,0,96,21,13324,10112,98410,6847,7674.166666666667,0.829990997040956,7,91563,0.1594267464830421,0.1473902422107435,567.4883575757818,0.061236455234414,0.135174700776415,1,0.91195902993209,1,1,49,0,0,0.06957555557813659,0,23436,1.4262414800389485,1,1,0,0,0,0,0,0,0,1,0,0,1,1,7204.166666666667,0,1,0,0,5,1,0,0,0.17842134410528715,1,1,0,0,0,0,0,0,1,0,1
2019-07-11,23,25304,570,0,3,0,4975,48,2,0,3,207,0.2368313040803165,3,0,0,1,0,92,9,1124,824,18304,25188,2108.6666666666665,0.7422041629224465,2,4923,0.1881280954086047,0.1993584998981537,151.2210653174478,0.0981197661557908,0.1697998413576147,1,1.5182724739590587,0,0,4,0,0,1.3760174815624147,0,1948,0.39147909967845657,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1901.6666666666665,0,0,0,0,1,0,1,0,0.19660146216162813,1,1,0,0,0,0,0,0,1,0,0
2019-07-11,51,20466,666,0,4,27,14006,36,2,0,3,121,0.4790433663237836,2,0,0,0,0,100,17,706,2204,31287,38860,1705.5,0.8212989832589614,3,3317,0.1363868281209097,0.1441816349175373,481.54139624982895,0.0709053618517433,0.3530860804276759,1,2.5877930797410458,1,0,9,0,0,1.242009716185119,0,2910,0.20775326622403084,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1584.5,0,0,0,0,4,1,0,0,0.6843211022621781,0,1,0,0,0,0,0,0,0,0,0
2019-07-12,62,204476,626,0,1,38,307694,300,0,4,1,775,0.2698710754364254,2,2,0,3,0,100,12,4784,7275,43227,27634,17039.666666666668,0.8019029091703307,5,15593,0.2451592160778961,0.25,6423.514359321564,0.0454794413364109,0.4224314987278411,1,1.55073776439626,1,1,25,0,0,0.639261589710373,0,12059,0.03919140707518809,1,1,0,0,0,0,0,0,0,1,0,0,0,1,16264.666666666668,0,1,1,0,3,0,1,1,1.5047853792847117,0,1,0,0,0,0,0,0,0,0,0
2019-07-13,23,24957,571,0,1,1,10292,120,2,1,3,84,0.6354310500280412,5,0,0,2,0,94,7,632,971,63660,35637,2079.75,0.9137174259915578,4,28023,0.2118098048328816,0.2199335219434011,212.68584461341732,0.0403700588730025,0.1425860120694063,1,1.1445049635759506,1,0,16,0,0,0.5597932800301597,0,1603,0.1557369085786457,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1995.75,0,1,0,1,3,0,1,0,0.412372786280952,0,1,0,0,0,0,0,0,1,0,0
2019-07-13,46,24562,617,0,3,25,155909,240,1,4,2,182,0.105027582806344,5,2,0,3,0,100,25,1260,280,74720,63877,2046.8333333333333,0.7669265689826407,8,10843,0.2294892585491676,0.2431046063144887,3184.3715654762823,0.0888744201188247,1.6438698944296977,1,5.393675928832213,1,1,64,0,0,0.8548734626142583,0,1540,0.00987749342569431,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1864.8333333333333,0,1,1,0,1,0,1,1,6.3473109962138174,0,0,0,0,0,0,0,0,0,0,1
2019-07-13,32,105277,579,0,1,12,198035,300,0,2,3,921,0.6317738724713738,3,1,0,3,0,96,8,4456,2689,41067,19255,8773.083333333334,0.8589587975967673,4,21812,0.2685490510278329,0.25,4134.239426664953,0.1049682302994614,0.5761558483790276,0,2.064282382229542,1,0,16,0,0,0.46885653063212235,0,7145,0.036079298713365245,1,1,0,0,0,0,0,0,0,1,0,0,1,1,7852.083333333334,0,1,0,0,3,0,1,1,1.8810672695149984,0,1,0,0,0,0,0,0,0,0,0
2019-07-14,34,48703,564,0,2,13,19587,84,1,5,2,872,0.1302857089044395,1,0,0,2,0,87,1,1113,907,49058,9137,4058.5833333333335,0.9189492095988188,6,39921,0.2034706681032055,0.2195541611656751,458.3048612752607,0.2148003694960484,0.3276949263122883,1,2.129282203310352,1,1,36,0,0,0.18624513341079107,0,2020,0.10312436185419645,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3186.5833333333335,0,1,1,0,5,1,1,0,0.4021640932982917,0,1,0,0,0,0,0,0,0,0,1
2019-07-14,32,50586,557,1,4,4,1423,24,1,3,3,451,0.4972730136535797,4,0,0,4,0,98,16,841,911,77812,8785,4215.5,0.90474586257393,3,69027,0.1863153062729929,0.1868057906056506,71.51081916460915,0.1069607494367366,0.1239205073318176,0,1.0652672001335166,1,0,9,0,0,0.11289887293896907,0,1752,1.2303370786516854,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3764.5,0,1,1,0,4,1,0,0,0.0281297566568486,1,1,0,0,0,0,0,0,0,0,1
2019-07-15,29,63931,572,0,0,4,11053,24,2,1,3,360,0.1243441986721783,6,1,0,1,0,90,8,2992,952,36045,10000,5327.583333333333,0.6606736365365581,4,26045,0.1793276369080983,0.2082309080337905,567.0056225053522,0.0675601707770983,0.1739684949105332,1,1.228407863863394,1,0,16,0,0,0.27742329245963493,0,3944,0.3567939207526687,1,1,0,0,1,0,0,0,0,1,0,0,1,0,4967.583333333333,0,1,0,1,2,0,0,0,0.17288681724332103,1,1,0,0,0,0,1,0,1,0,0
2019-07-16,40,86997,623,0,3,20,28710,36,3,3,2,311,0.3226121169237965,4,3,0,2,0,95,13,2941,2093,213054,70481,7249.75,0.8766497063758791,7,142573,0.1580662589008944,0.1797169662423655,1037.5276863042386,0.0428921146088335,0.1859845790165484,1,1.191507641529327,1,1,49,0,0,0.3308112928586515,0,5034,0.17533349587266206,1,1,1,0,0,0,0,0,0,1,1,0,0,1,6938.75,0,1,1,0,1,0,0,0,0.3300075863812961,0,2,0,0,0,0,0,0,0,0,0
2019-07-19,30,40668,414,0,0,10,28764,60,2,1,0,155,0.346004798938102,4,2,0,2,0,99,19,677,213,156082,46237,3389.0,0.9044126653597948,4,109845,0.2705667286623243,0.25,844.2614656012526,0.0457227138643067,0.2947673939826704,1,1.9692143363625745,1,0,16,0,0,0.2962334142731752,0,890,0.030940378932730748,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3234.0,0,1,0,1,2,0,1,0,0.7072708942929504,0,1,0,0,0,0,0,0,0,0,0
2019-07-21,43,149579,598,0,4,20,17740,36,1,0,0,527,0.2909639155998307,2,1,0,4,0,98,13,17913,6467,48544,1831,12464.916666666666,0.7435863020780068,3,46713,0.1704459084060151,0.1351469511799313,602.1380957537126,0.0422752705710905,0.0905780237383569,1,1.0976475496267022,1,0,9,0,0,0.03771758162529612,0,24380,1.3742179133081562,1,1,0,0,0,0,0,0,0,1,0,1,0,1,11937.916666666666,0,0,0,0,4,1,0,0,0.1185987431474796,1,1,0,0,0,0,0,0,0,0,1
2019-07-21,39,15000,435,0,1,15,33771,120,1,0,3,412,0.3225796006014779,5,0,0,2,0,94,10,5261,136,195196,28399,1250.0,0.7907264910711478,3,166797,0.2801068468339473,0.25,768.2664428007148,0.3293365307753797,0.9434583875305472,1,4.532717172835987,1,0,9,0,0,0.14548891632555827,0,5397,0.15980694066090254,1,1,0,0,0,0,0,0,0,1,0,0,1,0,838.0,1,0,0,0,3,0,1,0,2.2512499166722217,0,2,0,0,0,0,0,0,0,0,1
2019-07-22,37,80502,477,0,0,13,25794,36,1,1,0,656,0.250901714860356,2,0,0,0,0,98,12,11001,1203,94709,36136,6708.5,0.7753231831730005,3,58573,0.2310394839884197,0.25,1025.5649492969874,0.0977718160816752,0.2506244801098424,1,1.268268040649536,1,0,9,0,0,0.3815436595924401,0,12204,0.4731149447567358,1,1,0,0,0,0,0,0,0,1,0,1,0,1,6052.5,0,1,0,0,2,0,0,0,0.3204104194874725,0,1,0,0,0,0,0,0,0,0,1
2019-07-22,29,23798,518,0,3,7,18960,12,2,0,3,125,0.0862825817688589,1,1,0,4,1,99,22,604,635,88293,10757,1983.1666666666667,0.759695810316196,3,77536,0.2024625348792585,0.1709265146353291,1730.075868964921,0.0629987400251994,0.9349395391675368,0,5.290138282350132,1,0,9,0,0,0.1218316080367862,0,1239,0.06534465481778387,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1858.1666666666667,0,0,0,0,1,0,0,0,0.7966721290810538,1,1,0,0,1,1,0,0,1,0,0
2019-07-23,33,100491,599,0,0,11,99397,300,1,0,2,439,0.1914038359131917,2,0,0,3,0,95,25,4987,763,254146,14634,8374.25,0.6695508254750869,3,239512,0.2583767218179295,0.25,2075.042271781333,0.0524163457807229,0.3001751914010129,1,1.3483179451235765,1,0,9,0,0,0.05758084887879849,0,5750,0.05784824644359041,1,0,0,0,0,0,0,0,0,1,1,0,0,1,7935.25,0,0,0,0,2,0,1,0,0.9891036102376308,0,0,0,0,0,0,1,0,0,0,1
2019-07-24,49,56353,596,0,0,26,234758,300,2,1,3,259,0.2216863825209365,4,2,0,3,0,95,7,13725,151,139836,8265,4696.083333333333,0.9012157148908276,6,131571,0.2600915786837484,0.25,4900.880043048001,0.055140601437062,1.09852852863614,0,3.1747539280337054,1,1,36,0,0,0.05910452884429729,0,13876,0.05910742506144599,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4437.083333333333,0,1,0,1,2,0,1,1,4.165773503211839,0,1,0,0,0,0,0,0,0,0,0
2019-07-25,46,37441,591,0,4,23,20904,36,1,4,0,195,0.2670537303988275,2,2,0,2,0,97,13,604,490,164351,6389,3120.083333333333,0.8658163080983778,4,157962,0.1739869359109477,0.1730545031061753,748.4662683932871,0.0624783061437001,0.3022880736047698,1,1.9087878736524115,1,0,16,0,0,0.038873880451713395,0,1094,0.05233197799569481,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2925.083333333333,0,1,1,0,4,1,0,0,0.5583035094279152,0,1,0,0,0,0,0,0,0,0,1
2019-07-25,28,72968,629,0,1,10,179528,360,1,2,2,995,0.2368105706055794,5,1,0,3,0,93,21,8329,334,18058,13124,6080.666666666667,0.9402104962863694,3,4934,0.2635245230084374,0.2474959283941318,3705.086501962799,0.1636064675253494,0.772828693115286,0,2.128717353348623,1,0,9,0,0,0.7267290547649371,0,8663,0.048254042522378,1,1,0,0,0,0,0,0,0,1,1,0,0,1,5085.666666666667,0,1,0,0,3,0,1,1,2.4603324699529936,0,1,0,0,0,0,0,0,1,0,1
2019-07-27,41,76432,554,0,0,19,28144,48,2,1,0,531,0.22844390488725,9,0,0,0,0,94,8,937,2991,55944,110332,6369.333333333333,0.7314616877035349,2,10155,0.1965612812494745,0.1971230178373452,852.1240220282988,0.0833551357856731,0.2171195681065824,1,1.6205308485090155,0,0,4,0,0,1.9721512199481634,0,3928,0.13956297743826612,1,1,0,0,1,0,0,0,0,1,0,1,0,1,5838.333333333333,0,1,0,1,2,0,1,0,0.3682179163450342,0,1,0,0,0,0,0,0,0,0,0
2019-07-27,49,92434,653,0,1,28,18272,72,1,0,0,316,0.3439842004733438,2,1,0,0,0,99,24,25989,559,28371,11151,7702.833333333333,0.8806010192417609,2,17220,0.1549532949598761,0.1542082628403132,390.549697285993,0.0410185405534041,0.0917140424402561,1,0.5016775509397475,0,0,4,0,0,0.39302833779782886,0,26548,1.4528539375034204,1,0,0,0,0,0,0,0,1,0,0,1,0,1,7386.833333333333,0,0,0,0,3,0,1,0,0.1976740412181533,0,0,0,0,0,0,0,0,0,0,1
2019-07-27,19,19356,531,0,3,0,19887,84,0,0,0,512,0.1316109003851537,3,3,0,2,0,100,6,656,1641,14597,17333,1613.0,0.9445830785652128,5,1210,0.2199744679534376,0.2013673170165448,443.2534429424624,0.3172242874845105,0.5918546734463831,0,3.7814141895519193,1,1,25,0,0,1.1873544321139882,0,2297,0.11549678197908286,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1101.0,0,0,0,0,1,0,1,0,1.0273802758691946,0,2,0,0,0,0,0,0,1,0,0
2019-07-30,46,45313,522,1,2,18,19769,12,0,2,2,180,0.0629715707279358,0,0,0,4,0,98,22,21972,864,22836,8940,3776.0833333333335,0.8607967322175905,6,13896,0.2004729802290411,0.174937626391654,1807.6623370459815,0.0476558190843905,0.5262426485284453,1,1.9942005068079545,1,1,36,0,0,0.3914699829224504,0,22836,1.155083459787557,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3596.0833333333335,0,1,0,0,5,1,0,0,0.4362669373703491,1,1,0,0,0,0,0,0,0,0,0
2019-07-31,32,39418,573,0,0,9,249822,300,1,3,2,207,0.1400856677334171,2,0,0,3,0,97,9,11582,802,122266,3137,3284.833333333333,0.7567429133648597,3,119129,0.2716071269865235,0.2366525137053645,4940.855832788243,0.0629977174740045,1.566681967878745,0,3.263138855583543,1,0,9,0,0,0.02565696385778665,0,12384,0.04957109633620604,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3077.833333333333,0,1,1,0,2,0,1,1,6.33760369365027,0,1,0,0,0,0,0,0,0,0,1
2019-08-01,46,7443,639,2,0,24,13944,48,1,1,2,310,0.2321584985118518,6,1,0,0,0,100,20,803,45,73039,18419,620.25,0.8004473026321277,4,54620,0.1538857190750154,0.1737942267446357,405.0971283415078,0.4989939637826961,1.151061776002427,0,2.8728951939255896,1,0,16,0,1,0.25217688937568455,0,848,0.06081032628182144,1,1,0,0,1,0,0,0,0,1,1,0,0,0,310.25,1,1,0,0,2,0,1,0,1.8731864588930682,0,3,1,0,0,0,0,0,0,0,1
2019-08-04,30,67640,412,0,0,6,201002,240,1,2,1,587,0.2338689749013738,4,2,0,3,0,94,13,1719,1501,13875,56237,5636.666666666667,0.6319966955900294,3,9755,0.3320527687780757,0.25,4217.456624011062,0.1041210902855791,0.8522065790831422,1,2.787101667428057,1,0,9,0,0,4.052825021620063,0,3220,0.016019661398088587,1,1,0,0,0,0,0,0,0,1,0,0,0,1,5049.666666666667,0,1,0,0,2,0,1,1,2.9716000650493046,0,1,0,0,0,0,1,0,0,0,1
2019-08-05,18,15000,463,0,1,0,17921,120,3,2,0,127,0.0100227203818968,1,0,0,2,0,97,19,1086,303,57996,33011,1250.0,0.7805229597202596,7,24985,0.2659484460718611,0.25,407.6901164144268,0.1015187849720223,0.4274101649995418,0,3.055647437138637,1,1,49,0,0,0.569184612997224,0,1389,0.07750251088048209,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1123.0,0,1,0,0,3,0,1,0,1.1946536897540163,0,1,0,0,0,0,0,0,1,0,0
2019-08-06,20,7168,538,2,1,0,5162,12,0,0,0,87,0.2187535186395487,1,0,0,1,0,99,24,746,89,35065,13037,597.3333333333334,0.8397622686506803,2,22028,0.1921373182712199,0.1725428778451517,471.4220886501142,0.1454038997214484,0.93329596988877,0,3.420662998041187,0,0,4,0,0,0.3717846346888724,0,835,0.16172767770675964,1,0,0,0,0,0,0,0,0,1,0,1,0,0,510.33333333333337,1,0,0,0,3,0,0,0,0.7200446366299345,1,1,0,0,0,0,0,0,1,0,0
2019-08-07,40,35676,547,0,1,16,30126,36,1,1,0,155,0.1399358035708386,2,1,0,0,0,94,9,1246,747,21009,37192,2973.0,0.7610998826578922,9,2842,0.1960782942646577,0.2040408094368413,1125.8023926184735,0.0521183591123066,0.4306665745186529,0,2.9176470708697027,1,1,81,0,0,1.770204664445502,0,1993,0.0661532844292495,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2818.0,0,1,0,0,3,0,0,0,0.8444095635843821,0,1,0,0,0,0,0,0,0,0,1
2019-08-08,43,27065,472,0,3,16,96076,300,0,2,0,121,0.301595874520097,6,0,0,3,1,92,20,269,349,122042,14715,2255.4166666666665,0.9500125997200386,7,107327,0.3218682263080716,0.25,2005.7120567387683,0.0536248476566827,0.9425174384483224,0,5.58586164732074,1,1,49,0,0,0.12057225731914162,0,618,0.006432340726708786,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2134.4166666666665,0,1,0,0,1,0,1,0,3.549693342200547,0,1,0,0,1,1,0,0,0,0,0
2019-08-10,29,32029,603,0,0,9,63854,84,0,2,3,227,0.1592307640220284,0,1,0,2,0,99,18,999,495,45883,5808,2669.083333333333,0.8566983914241588,6,40075,0.1842660925417326,0.177536508972959,1332.8687691433324,0.0850160731562685,0.5842022792584497,0,2.2863538105641856,1,1,36,0,0,0.12658007148461337,0,1494,0.02339675828047921,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2442.083333333333,0,1,0,0,2,0,1,0,1.9935685295035903,0,1,0,0,0,0,0,0,1,0,0
2019-08-13,47,35528,563,0,3,24,14090,120,0,0,0,276,0.5480838677408015,3,0,0,2,0,99,22,610,700,152107,2553,2960.6666666666665,0.8437192347086007,6,149554,0.2158883228936737,0.2123367874368072,283.9201234843887,0.093190770962296,0.1890557535681672,1,1.978923960674271,1,1,36,0,0,0.016784127067609855,0,1310,0.09296714214747001,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2684.6666666666665,0,0,0,0,1,0,1,0,0.39657744377832194,0,1,0,0,0,0,0,0,0,0,0
2019-08-13,20,15000,503,1,1,0,190072,360,1,0,0,149,0.5811782828764424,1,0,0,3,1,99,25,1552,205,34310,17587,1250.0,0.7867294621274464,4,16723,0.3265387908719697,0.25,3962.200305069199,0.1191047162270183,3.0,0,9.30349791736809,1,0,16,0,0,0.5125761417621171,0,1757,0.00924381684931579,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1101.0,0,0,0,0,3,0,1,1,12.670621958536097,0,0,0,0,1,1,0,0,1,0,1
