ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilisationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,DebtToIncomeRatio,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2019-04-18,32,28338,533,Employed,Bachelor,9,7770,48,Married,2,Mortgage,311,0.3592788995034868,5,2,0,Debt Consolidation,0,100,14,4504,84,418294,44346,2361.5,0.782844147138625,5,373948,0.20673953853380234,0.20766331907887045,239.62797496642156,0.13164021164021164,0.23307004231382925,1,2.3110471019868433
2019-04-18,40,63140,591,Employed,High School,19,8163,48,Single,2,Mortgage,236,0.6502007559446986,3,1,0,Debt Consolidation,0,95,4,6325,527,54762,17465,5261.666666666667,0.9396885652342349,2,37297,0.17775187238098242,0.21617728412350576,255.49301064950154,0.044844185457309345,0.09339238864634562,1,1.1748710510192084
2019-04-19,40,102623,556,Employed,Associate,18,11565,48,Married,2,Rent,1113,0.37448853437319646,6,1,0,Debt Consolidation,0,99,27,8044,820,312637,18199,8551.916666666666,0.8383425101183901,1,294438,0.19533895625967954,0.24195133237226743,378.2889050613062,0.13013104691382082,0.17436027535183588,1,0.387489631697464
2019-04-19,34,54883,513,Employed,Associate,8,19457,60,Widowed,1,Other,608,0.20456081996366374,1,0,0,Auto,0,94,28,13530,501,33034,7627,4573.583333333333,0.7620461471073695,8,25407,0.22096900339388384,0.24429800203091792,564.6028159964986,0.1329082794425722,0.2563299716177791,1,2.133949921347956
2019-04-20,47,169182,583,Employed,Bachelor,22,236519,360,Married,2,Mortgage,1189,0.5344743690649626,3,0,0,Home,0,96,12,3947,10923,39320,23955,14098.5,0.8456299780551041,3,15365,0.2865934470124837,0.25,4930.424544144649,0.08432923153303308,0.43401713139789705,0,2.6557163274686966
2019-04-23,27,20692,519,Self-Employed,Bachelor,7,11492,36,Married,2,Other,211,0.1398385042691213,4,1,0,Debt Consolidation,0,92,1,433,342,34545,110412,1724.3333333333333,0.9708894897695247,8,5998,0.2098373733583422,0.22402636096933207,441.28203845495017,0.1222952086553323,0.37806145969181815,1,1.7292184933523282
2019-04-23,38,22268,611,Employed,Associate,14,17262,48,Married,2,Rent,279,0.6357094971332026,4,0,0,Auto,1,96,14,3359,278,69728,49528,1855.6666666666667,0.8832605354055556,6,20200,0.16793908019045412,0.164903823977346,493.5561299378423,0.15026929982046677,0.4160984541855524,1,3.733863960728097
2019-04-23,41,88299,611,Employed,Master,17,12416,36,Single,0,Rent,486,0.24465822736043363,2,0,0,Debt Consolidation,0,94,26,12456,5208,57779,51983,7358.25,0.7753596637513881,2,5796,0.16385670544510422,0.16256683507986175,438.08477385984776,0.06603933824778341,0.12556779207933522,1,1.83419194055821
2019-04-25,46,64389,514,Employed,High School,26,289391,300,Married,1,Mortgage,676,0.3315378173636342,1,3,0,Home,0,100,4,1018,2028,115693,5982,5365.75,0.8234330300315835,5,109711,0.30114388436234935,0.25,6041.415315080654,0.12596077700656821,1.2516728588215689,0,3.4242636328657734
2019-04-27,48,92913,578,Employed,Associate,24,20300,36,Married,3,Own,1173,0.36860281112791893,3,2,0,Debt Consolidation,0,100,21,2850,312,47111,243380,7742.75,0.9216564279125717,6,4279,0.1804796063562251,0.15147079950894052,705.1691692007751,0.15147699757869248,0.242540005707929,1,0.9150250639091377
2019-04-27,26,46344,567,Employed,Bachelor,0,14456,180,Married,3,Other,789,0.17819170843039203,3,2,0,Education,0,91,25,13096,480,85038,13495,3862.0,0.9042781294763824,6,71543,0.23389473350132708,0.17612745031691213,228.78604789660204,0.2042454051255501,0.26347037222278075,1,2.692721218604037
2019-04-27,21,24644,561,Employed,Bachelor,1,112606,360,Divorced,3,Mortgage,100,0.6745091815669775,4,0,0,Home,0,93,7,1941,652,100125,40716,2053.6666666666665,0.7628985252224667,4,59409,0.2974079147899295,0.25,2347.3606188845392,0.04866969500324465,1.1911229488406259,0,3.984271783689755
2019-04-27,55,57920,649,Employed,Doctorate,34,21010,48,Single,2,Mortgage,501,0.20496327635821998,2,0,0,Auto,0,99,29,6641,437,13824,25451,4826.666666666667,0.8548270063993872,7,6653,0.14898820034727228,0.1383373309147058,572.3784764015612,0.10377684181454118,0.22233897874782046,1,1.4186740168470935
2019-04-28,43,16542,594,Employed,High School,18,7415,48,Married,0,Other,99,0.210312119870564,6,3,0,Debt Consolidation,1,94,25,280,2503,19519,25715,1378.5,0.6909135228379428,6,4760,0.1762278487768114,0.16316960971039768,211.34882281747915,0.07176513229430953,0.2249719628977739,1,3.5274391949464565
2019-04-29,31,3298,514,Unemployed,Bachelor,8,109033,360,Married,1,Other,97,0.16264887220183832,4,0,0,Home,0,96,9,1724,368,16985,53509,274.8333333333333,0.9419741389934569,4,4398,0.32089985375979446,0.25,2272.8786242192955,0.3516616314199396,3.0,0,8.302216232665382
2019-04-30,58,110636,608,Employed,Bachelor,34,19219,36,Single,0,Own,935,0.10089320638291899,5,0,0,Education,1,100,14,1396,1000,115623,64522,9219.666666666666,0.821183855977903,1,51101,0.16546592667063106,0.15174447737147714,667.8759564841093,0.1014026462294845,0.17383514819797297,0,3.634141567519978
2019-05-01,41,107125,636,Employed,Master,18,32867,84,Married,3,Mortgage,786,0.30734830245490635,3,1,0,Education,0,100,24,772,669,182716,4535,8927.083333333334,0.8505416833232432,6,178181,0.16760006370476277,0.14704550121537963,628.7906586630262,0.08803681267909312,0.15846521653542953,1,0.0
2019-05-03,54,61929,572,Employed,High School,31,327728,240,Single,0,Mortgage,775,0.21497014341565776,1,1,0,Home,0,93,18,6685,3006,36540,5317,5160.75,0.5099976335664046,3,31223,0.25217498558158663,0.25,6876.442147211954,0.15014287789993705,1.4823348955706792,1,4.361655020544325
2019-05-04,40,18812,592,Employed,Bachelor,20,11442,24,Married,3,Rent,135,0.15541022719331704,1,0,0,Debt Consolidation,0,100,5,4121,188,103622,19390,1567.6666666666667,0.632486586299371,4,84232,0.16933628336707943,0.166068012480884,563.5590148707756,0.08606034849128771,0.4453202389741451,0,3.5023139695466754
2019-05-04,64,44034,561,Employed,Bachelor,39,21142,48,Married,3,Other,290,0.15159185105671708,3,0,0,Auto,0,98,20,1783,1236,36916,36425,3669.5,0.9215057712187259,3,8521,0.19298976604010623,0.18009701406817807,621.1534243189303,0.07900830949461926,0.2482368680885248,1,1.9509521434488568
2019-05-04,61,24906,632,Employed,High School,36,127626,360,Single,3,Mortgage,195,0.518402174693396,3,1,0,Home,0,100,17,752,151,114648,23234,2075.5,0.8419023279593287,6,91414,0.2619392168065638,0.25,2660.464330015792,0.09390801830002408,1.3751333156830203,0,4.386399248657338
2019-05-04,37,113126,622,Employed,Associate,15,19170,36,Divorced,3,Mortgage,519,0.25322028165444666,6,0,0,Auto,0,94,6,32672,2330,1111591,8690,9427.166666666666,0.7431254224892065,1,1102901,0.15846528849988004,0.17268933798690048,686.0313308968368,0.05504781770934611,0.12781184014886282,1,1.3169844196834513
2019-05-04,51,34923,563,Employed,Associate,29,25581,60,Married,2,Rent,171,0.2564455486249603,1,0,0,Debt Consolidation,0,94,5,1500,355,283670,49826,2910.25,0.7729276620086541,5,233844,0.1960374110645398,0.1940204298134752,669.2570781030248,0.058737655646200086,0.288624157356127,1,2.230868935695356
2019-05-05,47,27984,524,Employed,Bachelor,28,10447,24,Single,2,Mortgage,345,0.21179054739848355,3,0,0,Other,0,91,29,1367,391,229787,103124,2332.0,0.6883065849716933,5,126663,0.20331354146287905,0.202717224483118,533.0962257002227,0.1478782683240463,0.3763807225461735,1,3.477756259718544
2019-05-06,56,62875,641,Self-Employed,Master,32,196971,240,Married,1,Mortgage,337,0.27460233819324165,6,0,0,Home,0,93,26,17854,544,358870,19333,5239.583333333333,0.9855014685331409,4,339537,0.2175477042164097,0.21645374100574366,3602.2702538629464,0.06430581837263664,0.7516854524202993,0,2.124456217522365
2019-05-07,28,29356,596,Employed,Bachelor,4,16905,36,Divorced,0,Rent,374,0.3399156038166866,5,1,0,Auto,0,99,29,1075,1571,100568,36573,2446.3333333333335,0.8500381105674512,5,63995,0.17143385596687222,0.17539919682735344,607.2616748757503,0.1528193952601471,0.40095137900125993,0,1.677995745222903
2019-05-08,48,97026,545,Employed,Bachelor,26,228333,180,Single,0,Rent,928,0.08963396020122644,2,0,0,Home,0,98,28,2632,1140,183995,4564,8085.5,0.6491226015996694,4,179431,0.24558464118707,0.22998657750115836,4524.557878646393,0.11475916651208805,0.6742790921469601,1,1.570526374433339
2019-05-12,52,37054,501,Employed,Bachelor,27,25754,60,Married,0,Rent,120,0.25656354946135285,4,1,0,Debt Consolidation,0,99,29,4371,616,35846,15378,3087.8333333333335,0.8282291653671937,3,20468,0.2270390960154999,0.1886921235340739,666.2209500481875,0.03884961959747477,0.2545365402411442,1,1.8434978134577504
2019-05-12,18,15000,504,Employed,High School,0,25991,36,Married,4,Mortgage,210,0.45581720884150806,2,0,0,Auto,1,97,10,438,299,123396,42727,1250.0,0.692967219007229,6,80669,0.21754138601933723,0.22166046359818,994.8421076746107,0.16786570743405277,0.9631032035768272,1,5.957358942206301
2019-05-12,25,15000,502,Employed,High School,1,2473,12,Married,0,Mortgage,209,0.18538141773956063,2,1,0,Debt Consolidation,0,96,23,773,1649,23374,24768,1250.0,0.6735176678066277,5,7709,0.2099533978882381,0.19295086293131944,228.2516398854366,0.16706634692246203,0.3495216945527071,1,2.9083691036337225
2019-05-14,18,42169,605,Employed,Associate,0,29125,48,Single,2,Own,367,0.24157828380024035,1,0,0,Auto,0,94,17,588,1972,278191,9875,3514.0833333333335,0.9151982518425834,6,268316,0.17106984663126062,0.17597159139026142,849.4282015086408,0.10440719755340082,0.3460595627913916,1,2.5154184571942424
2019-05-15,36,28988,609,Employed,Associate,14,7445,24,Married,0,Mortgage,190,0.5445079972020515,3,0,0,Debt Consolidation,0,96,21,1821,1227,24264,15968,2415.6666666666665,0.6500783736168756,4,8296,0.16072885806360818,0.14076486127904134,357.724985753566,0.07862068965517242,0.22664482169113076,1,2.303483228978983
2019-05-15,48,19694,562,Self-Employed,High School,26,15389,60,Divorced,5,Own,100,0.21220238232179914,2,0,0,Education,0,99,29,1100,78,54630,52160,1641.1666666666667,0.8154127654128596,6,2470,0.19641036830670822,0.2121438627978287,418.18218015024866,0.06089515883487263,0.31554786165649973,1,1.727764549514342
2019-05-17,58,137695,629,Employed,Bachelor,35,7023,48,Widowed,1,Mortgage,1906,0.17311661926319294,6,1,0,Other,0,99,19,18920,1371,40512,16298,11474.583333333334,0.9454508958041348,3,24214,0.15871427203382876,0.146768711241526,194.3069330599506,0.16609177456483692,0.18302397987552851,1,0.9396356649953232
2019-05-17,40,60432,616,Employed,Associate,18,114723,360,Single,1,Mortgage,405,0.10787553302842852,5,2,0,Home,0,97,4,7433,3808,64788,12745,5036.0,0.8112341259736524,5,52043,0.2699125711306823,0.25,2391.4911486092305,0.08040500297796307,0.5551898250167223,1,2.4462865606617394
2019-05-18,59,41419,589,Employed,High School,37,28514,180,Married,1,Mortgage,188,0.30236261763209576,3,1,0,Education,0,94,14,3752,246,98848,32986,3451.5833333333335,0.8557108680476362,4,65862,0.22306454638589765,0.20207914353073103,505.17580094113094,0.054451980401148896,0.2007701868478572,1,2.294637532306136
2019-05-19,23,97662,556,Self-Employed,Associate,0,16089,24,Single,3,Mortgage,867,0.3249774430682226,4,0,0,Debt Consolidation,0,95,20,7560,2039,11466,20624,8138.5,0.4102286565180506,2,8051,0.1874214883099966,0.20642537294568755,823.9216014607209,0.10651759936114012,0.20774268707669033,1,1.2263272380581016
2019-05-19,19,60254,528,Employed,High School,0,34063,84,Married,0,Rent,293,0.504380505893802,5,0,0,Education,0,92,14,2922,398,59606,61036,5021.166666666667,0.7545603230596312,4,2506,0.2216089990967833,0.23077976684373733,820.780272126429,0.05834135333355457,0.22177286140638416,1,2.063358937951335
2019-05-19,39,4370,603,Unemployed,Master,20,122304,240,Single,3,Own,100,0.37003770435957967,4,1,0,Home,0,95,28,1645,125,223945,12953,364.1666666666667,0.9271880899143776,5,210992,0.23642856830097847,0.21035280720964436,2177.5433291363693,0.2738475581926061,3.0,0,8.447776357736078
2019-05-20,44,31079,587,Employed,Master,18,5577,24,Single,2,Mortgage,181,0.24410944078303726,4,0,0,Other,0,91,22,533,3204,57831,33118,2589.9166666666665,0.8118671324324053,4,24713,0.17165664639204686,0.21047753173995246,286.7086023434969,0.0698594448554244,0.18051858184432676,1,1.665820273257619
2019-05-20,39,85872,633,Employed,Bachelor,14,229778,240,Married,0,Mortgage,434,0.10311769471974766,1,1,0,Home,0,95,29,427,3384,128736,6323,7156.0,0.756705566246602,6,122413,0.22158621831410227,0.2017631419512253,3935.3492158433737,0.06063993293279307,0.6105001000200326,1,1.8007341782705875
2019-05-20,18,36579,555,Employed,High School,0,130525,180,Single,0,Rent,163,0.37530142035902525,4,0,0,Home,0,94,28,6101,1877,8899,25356,3048.25,0.8217324744230423,8,8937,0.24044483192990423,0.21909735975489655,2478.592652671483,0.05345576781175699,0.8663089784935584,0,2.9498666491138743
2019-05-21,38,59398,544,Employed,Bachelor,14,27235,24,Married,3,Rent,627,0.32672313481494386,2,0,0,Auto,1,96,4,6083,2497,23159,90510,4949.833333333333,0.8384104435571691,4,10907,0.1935530737266507,0.2013800326494722,1387.9839800769412,0.12664534590136342,0.4069989523804628,1,3.2740422251403083
2019-05-23,24,31826,577,Employed,Master,3,25670,36,Widowed,0,Own,212,0.20764853882343212,5,0,0,Education,0,94,23,1462,531,315847,2488,2652.1666666666665,0.6218179869188407,3,313359,0.18103827930727157,0.20388112611716652,959.0730991282386,0.0799045166153653,0.441386933524055,1,2.1858464785895553
2019-05-23,48,76005,577,Employed,Bachelor,25,14595,12,Widowed,3,Rent,1004,0.23749523646081844,2,0,0,Debt Consolidation,0,99,3,11617,730,27795,34225,6333.75,0.8962480555582243,1,7739,0.1728971256993891,0.17461786785008573,1334.3339338153246,0.15849086388570977,0.36912805301161444,0,1.0816180049947541
2019-05-25,44,31423,560,Employed,High School,21,34420,36,Single,0,Rent,144,0.18502313103664014,5,1,0,Auto,0,92,24,789,403,36923,15412,2618.5833333333335,0.6403907061620723,7,21511,0.18961160553055492,0.19526298549186066,1270.8779578341039,0.05497057420073167,0.5401156511534674,0,2.502813007228361
2019-05-27,28,48389,624,Employed,Bachelor,6,12209,36,Married,2,Rent,144,0.5926113875114398,6,0,0,Auto,0,92,2,1247,766,46900,21030,4032.4166666666665,0.5191896946377446,2,25870,0.15735250264177622,0.1601568214592758,429.32674819301405,0.03570174169955166,0.14214419078771448,1,1.134606346923633
2019-05-27,33,127276,551,Employed,Master,12,17318,180,Married,2,Mortgage,968,0.2211400333734343,3,0,0,Education,0,96,18,2855,14437,41101,15490,10606.333333333334,0.8856378495119637,9,25611,0.24193988986093226,0.2294249951387788,342.42520042548745,0.09125762051410972,0.1235395512939621,1,1.0482625776794854
2019-05-28,27,29670,463,Employed,Bachelor,6,15617,24,Married,2,Rent,530,0.44338648228402644,3,1,0,Auto,0,97,17,2731,149,2919,22784,2472.5,0.8053759726169686,7,7162,0.23391404484355566,0.23771351620195047,823.9067829999733,0.21427127552051747,0.5473647798665751,0,3.0337064489133514
2019-05-29,39,18064,583,Employed,Bachelor,18,13237,36,Divorced,1,Other,210,0.12663486387947656,2,0,0,Other,1,95,16,193,199,126943,36423,1505.3333333333333,0.7304856391107559,7,90520,0.17787271169016974,0.19778999733861366,490.4450611570878,0.1394113741978314,0.4650000405999698,1,3.7489774108286644
2019-05-30,51,27512,607,Employed,Associate,30,8910,12,Married,3,Rent,969,0.24029023302668345,5,1,0,Debt Consolidation,0,96,14,666,211,91131,5691,2292.6666666666665,0.7235774235012218,3,85440,0.15777376043690317,0.18271106615284055,818.0187743812905,0.4224676645836361,0.7791100600412545,0,3.030460280766945
2019-05-30,28,88661,476,Employed,Bachelor,6,22684,36,Married,3,Rent,739,0.33873920091851384,2,2,0,Auto,0,97,16,6182,4896,142542,38336,7388.416666666667,0.9046220411492534,6,104206,0.23150736479802453,0.2463570909144624,897.5471449127613,0.10000789417297261,0.22147176411030567,1,2.554720557580197
2019-05-31,46,51176,514,Employed,High School,25,86748,180,Single,1,Own,406,0.18000370257500317,1,0,0,Home,0,98,16,801,6272,79295,109467,4264.666666666667,0.616688815905309,4,4300,0.2608426935425913,0.25,1852.5286271268371,0.09517855747440805,0.5294667407502157,0,2.044136861853148
2019-05-31,33,34304,555,Employed,Bachelor,9,14018,36,Married,2,Mortgage,82,0.1320454145648715,4,0,0,Other,0,95,6,925,896,31928,17297,2858.6666666666665,0.8380844642127147,2,14631,0.19188704220784214,0.20419958908384042,523.9635306136439,0.028674670707541674,0.21190005733079983,1,1.4848602260411736
2019-06-02,30,31659,559,Employed,High School,5,80470,240,Married,2,Mortgage,276,0.3673158377692096,4,0,0,Home,1,97,27,180,898,88778,12357,2638.25,0.757445459738053,6,76421,0.2583239130375136,0.24870492656690044,1679.996454508922,0.10457516339869281,0.7411182928896171,1,3.9065170823191706
2019-06-02,38,63727,591,Employed,Associate,17,143307,300,Single,4,Mortgage,489,0.33090726621893984,5,0,0,Home,0,99,6,6095,1340,32050,18034,5310.583333333333,0.8084045695824505,3,14016,0.26246818785979864,0.25,2991.72090548173,0.09206294419429235,0.6553075960680393,0,2.6371980230152414
2019-06-02,27,21830,445,Employed,High School,4,65629,360,Single,3,Mortgage,131,0.07988711932753388,3,1,0,Home,0,92,29,572,649,91523,28473,1819.1666666666667,0.8949183549033736,5,63050,0.35527294704686696,0.25,1368.0881130381458,0.07197143118762017,0.823599366196216,0,4.388311863702222
2019-06-03,33,62521,553,Employed,Bachelor,10,225860,240,Single,0,Mortgage,412,0.13947885956982128,1,4,0,Home,0,100,6,1086,2600,187069,10342,5210.083333333333,0.793472335184786,3,176727,0.26158191876119735,0.25,4739.03121908806,0.07906225512929174,0.9884760786953565,0,2.731343291686984
2019-06-04,25,27527,543,Employed,High School,2,5306,36,Single,0,Mortgage,187,0.18832148189184614,1,1,0,Debt Consolidation,0,100,14,393,808,161041,39345,2293.9166666666665,0.6866093446148893,10,121696,0.19764419549570697,0.23464306753967223,206.6800319483149,0.08148444024837503,0.1715443691993093,1,2.6076454588934586
2019-06-05,63,25627,620,Employed,Bachelor,40,18919,60,Single,5,Own,165,0.11514151056024606,7,2,0,Education,0,94,1,880,810,46427,156562,2135.5833333333335,0.696934867164875,7,1164,0.16746199371065149,0.16245817310448227,462.5479973657751,0.07722610086196809,0.29371566630482077,1,2.489971209990258
2019-06-05,40,35981,597,Employed,Bachelor,16,6743,36,Single,0,Rent,722,0.04591777918045362,1,1,0,Other,0,98,20,386,1500,16083,117441,2998.4166666666665,0.5876295424173831,10,6004,0.17070410212492043,0.17218228179024955,241.13932786551214,0.24071347206401245,0.32110888045970454,1,1.9829416730191485
2019-06-06,31,26843,416,Employed,High School,8,167119,180,Single,4,Rent,157,0.22201617216294628,1,1,0,Home,0,92,1,9772,87,81653,57767,2236.9166666666665,0.9687705388804051,5,23886,0.3100066168490576,0.25,3568.874575054294,0.07015453360640476,1.664885306298698,0,5.009360706937007
2019-06-06,42,45173,630,Employed,High School,22,21355,48,Married,2,Mortgage,347,0.10290320869979684,4,0,0,Auto,0,97,18,217,869,64923,56626,3764.4166666666665,0.8906772970606734,4,8297,0.15849227200240504,0.14169072985378842,585.3696861685062,0.0921544760429346,0.24761394785929125,0,1.2504013455187337
2019-06-07,38,48291,595,Employed,High School,14,28489,36,Married,0,Rent,278,0.4542932779615693,2,1,0,Other,0,100,8,1606,1258,31125,71214,4024.25,0.683018864553653,4,7486,0.172064327106873,0.17670244066192903,1025.2390266712982,0.06906403328985777,0.32376598389449057,1,1.8007027596153224
2019-06-07,37,15000,607,Employed,Master,13,5640,48,Married,1,Mortgage,238,0.46440400411939736,6,1,0,Debt Consolidation,0,93,8,995,498,179377,22537,1250.0,0.792324067839906,8,156840,0.16965945415843497,0.1723980877859672,163.44302815891774,0.19024780175859313,0.3208977043636433,0,2.0127410742602274
2019-06-08,47,32132,523,Employed,Bachelor,26,20003,60,Divorced,1,Rent,247,0.2787056683732069,5,1,0,Debt Consolidation,0,94,17,772,520,73404,5316,2677.6666666666665,0.7772556066750012,6,68088,0.2159759218831347,0.24545467210582503,581.7961797436475,0.09221005475360877,0.3094062393268968,1,2.7846467802196853
2019-06-10,49,32339,568,Employed,Associate,26,235870,240,Married,3,Rent,198,0.09806555549290227,1,0,0,Home,0,98,1,2086,729,124628,59245,2694.9166666666665,0.9370662743037732,4,65383,0.2540927600810981,0.21553668351445857,4296.476879676677,0.07344440666439987,1.6671423620945294,0,4.39941856142716
2019-06-10,33,93258,546,Employed,High School,9,34236,24,Married,1,Rent,251,0.12957690095399513,2,1,0,Debt Consolidation,0,95,14,2187,871,5212,4983,7771.5,0.6075475168802702,5,3222,0.19261026555239866,0.20303211775060273,1747.5440774034228,0.03229334191058218,0.25713014826676395,1,1.50713549531479
2019-06-10,33,26332,570,Employed,Bachelor,11,18689,36,Divorced,1,Own,210,0.07789395429375323,1,2,0,Auto,0,97,11,6347,85,6432,12613,2194.3333333333335,0.4091145641669374,2,3434,0.18445893597511243,0.19246387659429873,687.3947335648204,0.095657455208017,0.40877379299946265,1,2.003215646389424
2019-06-11,36,63647,581,Employed,Master,11,16421,84,Single,4,Own,385,0.23860830005891065,6,1,0,Education,0,100,12,1085,3266,114441,37481,5303.916666666667,0.6501127844222938,10,76960,0.19492659429456718,0.184781564742675,349.7513609558961,0.07257418432586123,0.13850384598361193,1,0.665473627086143
2019-06-12,18,15330,454,Unemployed,Master,0,25507,120,Married,0,Rent,156,0.1495090646967816,3,0,0,Education,1,95,13,85,105,116780,9398,1277.5,0.9232676345168177,8,107382,0.27053668685185883,0.25,580.2662685889618,0.12201798983183418,0.5758828850910925,1,4.573110506391346
2019-06-13,21,21857,543,Employed,Bachelor,0,11896,60,Married,2,Own,89,0.2514575558126867,2,2,0,Education,0,92,13,311,357,24014,152975,1821.4166666666667,0.8383583684521108,4,10805,0.20584601038661912,0.17483667837906372,298.748783338767,0.04883625222918286,0.21276626274933486,1,2.4228506141876753
2019-06-13,56,106249,467,Employed,High School,36,21286,24,Married,1,Mortgage,846,0.30216169230375045,7,2,0,Debt Consolidation,0,95,3,4494,531,188116,14470,4875.5,0.6972341600205596,7,173646,0.2319914629591832,0.20064266451646973,1084.0364530139932,0.1734850815133805,0.3957831340129177,1,1.701218630736209
2019-06-15,59,31625,624,Employed,High School,36,10953,24,Single,0,Rent,342,0.5956116405804808,1,0,0,Debt Consolidation,0,97,23,1466,2968,196704,6326,2635.4166666666665,0.9539783871514257,6,190378,0.15332536499133595,0.12506846956760054,518.1920716221615,0.12972152858994215,0.32627318833852575,1,2.5102664331890483
2019-06-16,37,28770,604,Employed,High School,13,155695,360,Divorced,0,Own,415,0.039702102569402944,2,0,0,Home,0,93,22,3185,510,54516,29619,2397.5,0.7205309457211616,8,24897,0.27598891516676544,0.25,3245.584707362204,0.17302480717114863,1.5261975015060263,0,4.809932194625257
2019-06-23,46,28319,604,Employed,High School,24,32639,60,Single,1,Rent,354,0.22242027655317012,6,3,0,Auto,0,94,3,2441,398,145249,10472,2359.9166666666665,0.6819293408274272,11,134777,0.1755983234522695,0.18053135084377164,829.7598094887735,0.14994175990963962,0.5013983874153853,1,2.1006475598522916
2019-06-23,43,30086,562,Employed,High School,18,12129,48,Widowed,0,Other,285,0.024734878012646976,2,1,0,Debt Consolidation,0,100,24,831,1220,127462,14549,2507.1666666666665,0.7194883385924349,9,112913,0.19235085925048453,0.19735042751712412,367.3798084111972,0.1136288125456841,0.2601022559948956,0,1.8940888783409437
2019-06-24,76,267190,514,Self-Employed,High School,56,155275,300,Married,1,Mortgage,569,0.043261647135917874,2,1,1,Home,0,100,14,5483,28426,191755,37507,22265.833333333332,0.8860821088414121,4,154248,0.30098823986439843,0.25,3241.5685458398793,0.02555370094535221,0.17113203699852006,1,3.8406942520436775
2019-06-24,53,79715,639,Employed,Associate,29,23003,48,Married,2,Other,1415,0.1977104826042862,1,0,0,Auto,0,95,8,2830,2296,71944,48320,6642.916666666667,0.6965969132188705,3,23624,0.15401085584820842,0.179876043020112,675.5641278852839,0.21297678327291883,0.31465839094188175,0,0.4158228953246035
2019-06-25,38,108960,586,Employed,Master,17,157691,180,Single,2,Mortgage,484,0.19444728159103583,2,0,0,Home,0,95,13,37430,1434,96057,38491,9080.0,0.6928759096334748,2,57566,0.2249920997606079,0.22817525508464656,3102.9774561331938,0.05329809492346658,0.39499806806884635,1,0.780191186616934
2019-06-26,28,74054,611,Employed,Bachelor,2,24901,72,Married,1,Other,457,0.38236112153609625,3,2,0,Auto,0,93,22,7712,2853,105427,20014,6171.166666666667,0.8596710562634562,3,85413,0.17603067585012808,0.14251758763563663,516.4664157608041,0.07404207058569384,0.15771875069707625,1,0.8392804117554012
2019-06-26,20,16454,537,Employed,Master,0,6948,36,Single,1,Rent,229,0.20860777881606352,5,3,0,Other,0,97,1,5929,68,28545,5587,1371.1666666666667,0.5054230213483638,4,22958,0.2007115882608286,0.2405738454220322,272.7992475696553,0.16688934774687234,0.3656984678024938,1,2.03308948125852
2019-06-28,42,80464,634,Employed,Bachelor,21,135877,240,Single,0,Rent,829,0.5402719160003981,2,0,0,Home,0,100,12,9735,1618,16242,37113,6705.333333333333,0.8039461956683277,5,8118,0.22095487817582418,0.25,2850.9932921102827,0.12361449376211542,0.5487340263597023,0,1.2496961231565271
2019-06-29,30,90456,620,Employed,High School,9,29189,84,Divorced,0,Mortgage,850,0.3540420474153185,4,1,0,Education,0,95,24,4430,12755,28106,24265,7538.0,0.9745286904885213,6,3841,0.17557039536596206,0.19117400843125368,632.7543066609171,0.11274704868019632,0.19667784940455194,1,0.18709066768443317
2019-06-29,22,25861,547,Employed,Bachelor,0,6343,36,Married,1,Other,149,0.6546178573087532,2,0,0,Debt Consolidation,0,95,5,487,581,134354,24813,2155.0833333333335,0.9271290122548973,4,109541,0.19568881619082867,0.20269315922775621,236.59992045222677,0.06910679086306187,0.17884277221144518,0,0.9855252873592653
2019-06-29,32,69164,564,Employed,High School,10,158455,300,Married,4,Mortgage,360,0.299099083261532,4,1,0,Home,0,98,25,4415,1479,34490,11590,5763.666666666667,0.6072650381184467,6,22900,0.2759933080578093,0.25,3307.955201616861,0.062449404417717125,0.6362822715884459,0,2.486107465847235
2019-07-02,27,64990,609,Employed,Bachelor,5,14370,12,Divorced,0,Mortgage,1630,0.23605062986551112,2,2,0,Other,0,95,9,3191,1273,11853,27797,5415.833333333333,0.9186435633906225,7,10963,0.15689324189151857,0.14005127537062542,1290.27554942021,0.30091381803636813,0.5391112057020172,0,2.3540144483625234
2019-07-02,60,165132,524,Employed,Associate,37,50259,36,Single,1,Own,988,0.2747271404574114,5,2,0,Auto,1,95,2,7848,2134,9982,12250,13761.0,0.8191925973457885,3,2273,0.20770624120277442,0.21027856916129448,1894.230129845306,0.07179189071355907,0.20943395798904998,1,2.428717473734321
2019-07-02,50,44543,469,Employed,Doctorate,31,9413,36,Married,2,Rent,290,0.0012241226835009993,6,1,0,Debt Consolidation,0,100,27,1886,1171,59564,28336,3711.9166666666665,0.7554505800303047,9,31228,0.2347874883054903,0.23597463964514842,367.3123004479748,0.07810571204129728,0.1770339491723869,1,2.5843855338562776
